player,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,goals_per_shot_on_target
Marco Asensio,FW,Spain,26,1996,2.5,1,10,2,20.0,3.93,0.79,0.1,20.1,0.0,0,0,1.2,1.2,0.12,-0.2,-0.2,0.5
Marcos Acuña,DF,Argentina,31,1991,4.1,0,2,0,0.0,0.48,0.0,0.0,17.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,
Marcos Llorente,DF,Spain,27,1995,1.3,0,1,0,0.0,0.75,0.0,0.0,22.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Marcus Rashford,FW,England,25,1997,1.6,3,11,6,54.5,7.07,3.86,0.27,16.6,2.0,0,0,1.6,1.6,0.15,1.4,1.4,0.5
Marcus Thuram,FW,France,25,1997,1.7,0,1,0,0.0,0.6,0.0,0.0,5.4,0.0,0,0,0.2,0.2,0.22,-0.2,-0.2,
Mario Götze,MF,Germany,30,1992,0.4,0,1,1,100.0,2.5,2.5,0.0,14.3,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1,0.0
Mario Pašalič,FW,Croatia,27,1995,3.0,0,3,0,0.0,1.0,0.0,0.0,7.8,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,
Mark-Anthony Kaye,MF,Canada,28,1994,0.7,0,1,0,0.0,1.53,0.0,0.0,25.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0,
Marko Grujič,MF,Serbia,26,1996,0.1,0,1,1,100.0,6.92,6.92,0.0,29.6,0.0,0,0,0.0,0.0,0.04,0.0,0.0,0.0
Marko Livaja,FW,Croatia,29,1993,2.7,1,6,4,66.7,2.24,1.49,0.17,15.1,0.0,0,0,0.8,0.8,0.13,0.2,0.2,0.25
Marquinhos,DF,Brazil,28,1994,4.7,0,2,0,0.0,0.42,0.0,0.0,10.4,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,
Marten de Roon,MF,Netherlands,31,1991,2.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Martin Braithwaite,FW,Denmark,31,1991,1.1,0,1,0,0.0,0.87,0.0,0.0,11.5,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,
Martin Hongla,MF,Cameroon,24,1998,1.3,0,1,1,100.0,0.74,0.74,0.0,13.0,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0
Martinelli,FW,Brazil,21,2001,1.3,0,4,3,75.0,3.19,2.39,0.0,13.2,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,0.0
Martín Cáceres,DF,Uruguay,35,1987,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mason Mount,MF,England,23,1999,2.1,0,4,1,25.0,1.94,0.48,0.0,23.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,0.0
Mateo Kovačič,MF,Croatia,28,1994,7.1,0,3,1,33.3,0.43,0.14,0.0,17.0,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,0.0
Matheus Nunes,MF,Portugal,24,1998,0.8,0,1,0,0.0,1.23,0.0,0.0,30.8,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Mathew Leckie,MF,Australia,31,1991,3.7,1,1,1,100.0,0.27,0.27,1.0,13.6,0.0,0,0,0.1,0.1,0.15,0.9,0.9,1.0
Mathew Ryan,GK,Australia,30,1992,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mathias Jensen,MF,Denmark,26,1996,0.9,0,2,1,50.0,2.14,1.07,0.0,17.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0
Mathías Olivera,DF,Uruguay,25,1997,2.8,0,2,0,0.0,0.71,0.0,0.0,16.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,
Matt Turner,GK,United States,28,1994,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matthias Ginter,DF,Germany,28,1994,0.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matthijs de Ligt,DF,Netherlands,23,1999,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matty Cash,DF,Poland,25,1997,4.0,0,1,0,0.0,0.25,0.0,0.0,24.2,0.0,0,0,0.0,0.0,0.04,0.0,0.0,
Mattéo Guendouzi,FW,France,23,1999,0.9,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Matías Vecino,MF,Uruguay,31,1991,2.2,0,1,1,100.0,0.46,0.46,0.0,10.1,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1,0.0
Matías Viña,DF,Uruguay,25,1997,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Maxi Gómez,FW,Uruguay,26,1996,0.3,0,2,1,50.0,6.0,3.0,0.0,26.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,0.0
Maya Yoshida,DF,Japan,34,1988,4.3,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mehdi Taremi,FW,IR Iran,30,1992,3.0,2,5,1,20.0,1.67,0.33,0.2,16.0,0.0,1,1,1.3,0.6,0.11,0.7,0.4,1.0
Mehdi Torabi,MF,IR Iran,28,1994,0.7,0,2,0,0.0,2.9,0.0,0.0,19.6,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,
Memphis,FW,Netherlands,28,1994,3.3,1,10,5,50.0,3.03,1.52,0.1,15.0,0.0,0,0,1.5,1.5,0.15,-0.5,-0.5,0.2
Meshaal Barsham,GK,Qatar,24,1998,2.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Michael Estrada,FW,Ecuador,26,1996,2.5,0,3,0,0.0,1.2,0.0,0.0,13.0,0.0,0,0,0.3,0.3,0.1,-0.3,-0.3,
Michał Skóraś,MF,Poland,22,2000,0.5,0,1,0,0.0,2.0,0.0,0.0,22.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Michel Aebischer,MF,Switzerland,25,1997,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Michy Batshuayi,FW,Belgium,29,1993,1.7,1,6,2,33.3,3.58,1.19,0.17,15.4,0.0,0,0,0.8,0.8,0.13,0.2,0.2,0.5
Miki Yamane,DF,Japan,28,1993,0.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mikkel Damsgaard,MF,Denmark,22,2000,1.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Milad Mohammadi,DF,IR Iran,29,1993,2.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Milan Borjan,GK,Canada,35,1987,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Miloš Degenek,DF,Australia,28,1994,2.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Miloš Veljkovič,DF,Serbia,27,1995,2.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mislav Oršič,FW,Croatia,29,1992,1.8,1,9,2,22.2,5.0,1.11,0.11,22.5,0.0,0,0,0.4,0.4,0.04,0.6,0.6,0.5
Mitchell Duke,FW,Australia,31,1991,3.0,1,7,4,57.1,2.33,1.33,0.14,17.6,0.0,0,0,0.4,0.4,0.05,0.6,0.6,0.25
Mohamed Ali Ben Romdhane,MF,Tunisia,23,1999,0.8,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mohamed Dräger,DF,Tunisia,26,1996,1.5,0,4,0,0.0,2.73,0.0,0.0,25.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,
Mohamed Kanno,MF,Saudi Arabia,28,1994,3.0,0,6,1,16.7,2.0,0.33,0.0,20.3,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,0.0
Mohammed Al-Breik,DF,Saudi Arabia,30,1992,0.7,0,2,1,50.0,2.77,1.38,0.0,20.4,0.0,0,0,0.4,0.0,0.01,-0.4,0.0,0.0
Mohammed Al-Owais,GK,Saudi Arabia,31,1991,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Mohammed Muntari,FW,Qatar,28,1993,0.7,1,3,1,33.3,4.29,1.43,0.33,13.7,0.0,0,0,0.2,0.2,0.07,0.8,0.8,1.0
Mohammed Salisu,DF,Ghana,23,1999,3.0,1,2,1,50.0,0.67,0.33,0.5,9.3,0.0,0,0,0.8,0.8,0.38,0.2,0.2,1.0
Mohammed Waad,MF,Qatar,23,1999,0.3,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Moisés Caicedo,MF,Ecuador,21,2001,3.0,1,3,1,33.3,1.0,0.33,0.33,16.0,0.0,0,0,0.5,0.5,0.17,0.5,0.5,1.0
Montassar Talbi,DF,Tunisia,24,1998,3.0,0,1,1,100.0,0.33,0.33,0.0,33.7,0.0,0,0,0.0,0.0,0.01,0.0,0.0,0.0
Morteza Pouraliganji,DF,IR Iran,30,1992,3.0,0,2,0,0.0,0.67,0.0,0.0,16.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,
Moumi Ngamaleu,FW,Cameroon,28,1994,1.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Munir,GK,Morocco,33,1989,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Musab Kheder,DF,Qatar,29,1993,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Na Sang-ho,FW,Korea Republic,26,1996,1.3,0,1,1,100.0,0.76,0.76,0.0,10.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,0.0
Nader Ghandri,DF,Tunisia,27,1995,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nahuel Molina,DF,Argentina,24,1998,6.3,1,2,1,50.0,0.32,0.16,0.5,16.2,0.0,0,0,0.5,0.5,0.23,0.5,0.5,1.0
Nampalys Mendy,MF,Senegal,30,1992,3.0,0,2,0,0.0,0.66,0.0,0.0,22.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,
Nasser Al-Dawsari,FW,Saudi Arabia,23,1998,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nathan Aké,DF,Netherlands,27,1995,5.3,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nathaniel Atkinson,DF,Australia,23,1999,0.9,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nawaf Al Abed,MF,Saudi Arabia,32,1990,1.0,0,2,0,0.0,2.05,0.0,0.0,21.1,1.0,0,0,0.1,0.1,0.07,-0.1,-0.1,
Nayef Aguerd,DF,Morocco,26,1996,3.9,0,1,0,0.0,0.25,0.0,0.0,8.0,0.0,0,0,0.2,0.2,0.17,-0.2,-0.2,
Naïm Sliti,MF,Tunisia,30,1992,1.3,0,1,0,0.0,0.79,0.0,0.0,10.3,0.0,0,0,0.1,0.1,0.14,-0.1,-0.1,
Neco Williams,DF,Wales,21,2001,2.3,0,3,0,0.0,1.32,0.0,0.0,26.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,
Nemanja Gudelj,MF,Serbia,31,1991,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nemanja Maksimovič,MF,Serbia,27,1995,1.4,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nemanja Radonjič,DF,Serbia,26,1996,0.7,0,2,0,0.0,3.0,0.0,0.0,22.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,
Neymar,MF,Brazil,30,1992,3.1,2,11,6,54.5,3.55,1.94,0.09,19.2,3.0,1,1,2.7,1.9,0.18,-0.7,-0.9,0.17
Niclas Füllkrug,FW,Germany,29,1993,0.8,2,8,3,37.5,10.43,3.91,0.25,10.0,0.0,0,0,2.2,2.2,0.27,-0.2,-0.2,0.67
Nico Elvedi,DF,Switzerland,26,1996,2.0,0,1,0,0.0,0.5,0.0,0.0,9.3,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,
Nico Schlotterbeck,DF,Germany,23,1999,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nico Williams,FW,Spain,20,2002,1.6,0,1,0,0.0,0.62,0.0,0.0,14.3,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,
Nicola Zalewski,MF,Poland,20,2002,0.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nicolas Jackson,FW,Senegal,21,2001,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Nicolas Nkoulou,DF,Cameroon,32,1990,2.0,0,3,1,33.3,1.5,0.5,0.0,12.2,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,0.0
Nicolás De La Cruz,MF,Uruguay,25,1997,0.4,0,1,1,100.0,2.37,2.37,0.0,32.4,1.0,0,0,0.0,0.0,0.04,0.0,0.0,0.0
Nicolás Otamendi,DF,Argentina,34,1988,7.7,0,1,0,0.0,0.13,0.0,0.0,12.3,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Nicolás Tagliafico,DF,Argentina,30,1992,4.1,0,3,1,33.3,0.72,0.24,0.0,11.3,0.0,0,0,1.0,1.0,0.34,-1.0,-1.0,0.0
Niklas Süle,DF,Germany,27,1995,3.0,0,1,0,0.0,0.33,0.0,0.0,5.4,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,
Nikola Milenkovič,DF,Serbia,25,1997,3.0,0,3,0,0.0,1.0,0.0,0.0,14.7,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,
Nikola Vlašič,FW,Croatia,25,1997,2.3,0,5,1,20.0,2.15,0.43,0.0,17.2,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,0.0
Noa Lang,MF,Netherlands,23,1999,0.1,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Noah Okafor,FW,Switzerland,22,2000,0.5,0,1,0,0.0,2.0,0.0,0.0,17.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Nouhou Tolo,DF,Cameroon,25,1997,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Noussair Mazraoui,DF,Morocco,25,1997,4.1,0,4,2,50.0,0.99,0.49,0.0,24.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,0.0
Nuno Mendes,DF,Portugal,20,2002,0.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Néstor Araujo,DF,Mexico,31,1991,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Olivier Giroud,FW,France,36,1986,4.7,4,16,6,37.5,3.44,1.29,0.25,11.0,0.0,0,0,3.4,3.4,0.21,0.6,0.6,0.67
Olivier Ntcham,MF,Cameroon,26,1996,0.3,0,1,1,100.0,3.6,3.6,0.0,30.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,0.0
Orbelín Pineda,MF,Mexico,26,1996,0.8,0,4,1,25.0,4.74,1.18,0.0,15.1,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,0.0
Osman Bukari,MF,Ghana,24,1998,0.7,1,3,1,33.3,4.58,1.53,0.33,17.6,0.0,0,0,0.5,0.5,0.17,0.5,0.5,1.0
Otávio,MF,Portugal,27,1995,2.2,0,3,2,66.7,1.38,0.92,0.0,23.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,0.0
Ousmane Dembélé,FW,France,25,1997,4.8,0,8,2,25.0,1.66,0.42,0.0,20.2,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,0.0
Pablo Sarabia,FW,Spain,30,1992,0.0,0,1,0,0.0,30.0,0.0,0.0,4.7,0.0,0,0,0.1,0.1,0.11,-0.1,-0.1,
Paik Seung-ho,MF,Korea Republic,25,1997,0.3,1,1,1,100.0,3.46,3.46,1.0,30.4,0.0,0,0,0.0,0.0,0.04,1.0,1.0,1.0
Pape Abou Cissé,DF,Senegal,27,1995,1.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Pape Gueye,MF,Senegal,23,1999,1.7,0,4,2,50.0,2.35,1.18,0.0,24.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,0.0
Pape Matar Sarr,MF,Senegal,20,2002,0.7,0,4,0,0.0,6.1,0.0,0.0,30.8,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,
Papu Gómez,MF,Argentina,34,1988,1.2,0,2,0,0.0,1.68,0.0,0.0,26.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,
Pathé Ciss,MF,Senegal,28,1994,1.6,0,1,0,0.0,0.62,0.0,0.0,12.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0,
Pau Torres,DF,Spain,25,1997,1.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Paulo Dybala,FW,Argentina,29,1993,0.2,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Pedri,MF,Spain,20,2002,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Pedro,FW,Brazil,25,1997,0.7,0,4,1,25.0,5.63,1.41,0.0,12.9,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5,0.0
Pepe,DF,Portugal,39,1983,4.0,1,3,1,33.3,0.75,0.25,0.33,7.3,0.0,0,0,0.4,0.4,0.15,0.6,0.6,1.0
Pervis Estupiñán,DF,Ecuador,24,1998,3.0,0,1,1,100.0,0.33,0.33,0.0,14.4,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,0.0
Phil Foden,FW,England,22,2000,2.9,1,6,1,16.7,2.09,0.35,0.17,13.8,0.0,0,0,1.1,1.1,0.18,-0.1,-0.1,1.0
Piero Hincapié,DF,Ecuador,20,2002,3.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Pierre Højbjerg,MF,Denmark,27,1995,3.0,0,2,1,50.0,0.67,0.33,0.0,30.7,0.0,0,0,0.0,0.0,0.01,0.0,0.0,0.0
Pierre Kunde,MF,Cameroon,27,1995,1.5,0,5,2,40.0,3.44,1.37,0.0,22.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,0.0
Piotr Zieliński,MF,Poland,28,1994,3.6,1,3,2,66.7,0.82,0.55,0.33,11.3,0.0,0,0,0.6,0.6,0.2,0.4,0.4,0.5
Przemysław Frankowski,MF,Poland,27,1995,2.7,0,1,0,0.0,0.37,0.0,0.0,15.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,
Rafael Leão,FW,Portugal,23,1999,1.0,2,5,2,40.0,5.11,2.05,0.4,21.2,0.0,0,0,0.4,0.4,0.08,1.6,1.6,1.0
Raheem Sterling,FW,England,28,1994,1.7,1,1,1,100.0,0.6,0.6,1.0,9.3,0.0,0,0,0.4,0.4,0.37,0.6,0.6,1.0
Ramin Rezaeian,DF,IR Iran,32,1990,2.0,1,2,1,50.0,1.0,0.5,0.5,18.3,0.0,0,0,0.3,0.3,0.13,0.7,0.7,1.0
Randal Kolo Muani,FW,France,24,1998,2.0,1,4,2,50.0,1.98,0.99,0.25,13.4,0.0,0,0,1.1,1.1,0.27,-0.1,-0.1,0.5
Raphaël Guerreiro,DF,Portugal,28,1993,3.1,1,3,1,33.3,0.97,0.32,0.33,17.7,0.0,0,0,0.4,0.4,0.12,0.6,0.6,1.0
Raphaël Varane,DF,France,29,1993,5.8,0,3,0,0.0,0.52,0.0,0.0,7.2,0.0,0,0,0.3,0.3,0.12,-0.3,-0.3,
Raphinha,FW,Brazil,26,1996,3.5,0,8,6,75.0,2.29,1.71,0.0,19.1,1.0,0,0,1.2,1.2,0.15,-1.2,-1.2,0.0
Rasmus Nissen,DF,Denmark,25,1997,2.5,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Raúl Jiménez,FW,Mexico,31,1991,0.7,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Remo Freuler,MF,Switzerland,30,1992,3.6,1,3,1,33.3,0.84,0.28,0.33,10.3,0.0,0,0,0.5,0.5,0.17,0.5,0.5,1.0
Renato Steffen,FW,Switzerland,31,1991,0.4,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Ricardo Horta,FW,Portugal,28,1994,1.3,1,3,2,66.7,2.27,1.51,0.33,13.5,0.0,0,0,0.8,0.8,0.25,0.2,0.2,0.5
Ricardo Rodríguez,DF,Switzerland,30,1992,4.0,0,0,0,,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0,
Richarlison,FW,Brazil,25,1997,3.6,3,8,4,50.0,2.23,1.11,0.38,12.1,0.0,0,0,2.1,2.1,0.26,0.9,0.9,0.75
Richie Laryea,DF,Canada,27,1995,1.8,0,2,0,0.0,1.13,0.0,0.0,17.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,
